file,K_percent,U_ppm,Th_ppm,w_PADK,w_PADU,w_PADTh,fit_r2
spect_000001.spc,5.465,31.311,65.483,0.5968,0.7206,0.5447,0.9999
spect_000002.spc,5.593,30.306,67.652,0.6171,0.6944,0.5647,1.0000
spect_000003.spc,5.844,30.157,67.542,0.6548,0.6896,0.5630,1.0000
spect_000004.spc,5.978,29.565,68.425,0.6758,0.6740,0.5711,1.0000
spect_000005.spc,5.991,29.977,67.882,0.6768,0.6843,0.5658,1.0000
spect_000006.spc,6.352,29.394,68.165,0.7320,0.6681,0.5677,1.0000
spect_000007.spc,6.305,29.375,67.532,0.7259,0.6681,0.5622,1.0000
spect_000008.spc,6.734,28.222,70.558,0.7901,0.6365,0.5891,1.0000
spect_000009.spc,6.646,28.404,69.531,0.7777,0.6418,0.5800,1.0000
spect_000010.spc,6.720,27.934,70.464,0.7894,0.6295,0.5886,0.9999
spect_000011.spc,6.750,27.456,70.330,0.7959,0.6176,0.5877,1.0000
spect_000012.spc,6.840,27.776,67.165,0.8117,0.6262,0.5586,0.9999
spect_000013.spc,7.363,26.208,67.317,0.8948,0.5850,0.5597,0.9999
spect_000014.spc,7.388,27.005,66.881,0.8959,0.6047,0.5550,0.9999
spect_000015.spc,7.522,25.799,65.933,0.9216,0.5747,0.5471,0.9999
spect_000016.spc,7.281,25.539,66.060,0.8870,0.5694,0.5492,0.9999
spect_000017.spc,7.514,24.806,66.071,0.9244,0.5502,0.5493,1.0000
spect_000018.spc,7.602,24.156,64.606,0.9417,0.5343,0.5364,1.0000
spect_000019.spc,7.645,23.559,63.217,0.9522,0.5199,0.5242,0.9999
spect_000020.spc,7.716,22.717,64.760,0.9642,0.4982,0.5387,1.0000
spect_000021.spc,7.660,23.138,61.375,0.9585,0.5102,0.5080,1.0000
spect_000022.spc,7.639,22.203,61.700,0.9587,0.4871,0.5118,0.9999
spect_000023.spc,7.796,21.244,60.018,0.9879,0.4633,0.4970,0.9999
spect_000024.spc,7.750,21.278,57.002,0.9847,0.4655,0.4700,1.0000
spect_000025.spc,7.899,20.312,56.765,1.0109,0.4411,0.4682,0.9999
spect_000026.spc,7.785,20.062,54.314,0.9981,0.4364,0.4467,1.0000
spect_000027.spc,7.816,19.097,53.602,1.0074,0.4127,0.4411,0.9999
spect_000028.spc,7.859,19.092,50.524,1.0176,0.4136,0.4132,1.0000
spect_000029.spc,8.076,17.319,50.722,1.0564,0.3687,0.4159,0.9999
spect_000030.spc,7.762,17.640,46.547,1.0140,0.3797,0.3790,0.9999
spect_000031.spc,7.706,16.738,47.046,1.0089,0.3576,0.3845,0.9996
spect_000032.spc,7.910,16.676,41.964,1.0453,0.3570,0.3381,0.9999
spect_000033.spc,7.699,16.179,41.019,1.0175,0.3461,0.3307,0.9999
spect_000034.spc,7.776,15.150,40.259,1.0339,0.3207,0.3245,0.9999
spect_000035.spc,7.545,14.590,38.617,1.0043,0.3086,0.3110,0.9999
spect_000036.spc,7.677,14.342,35.288,1.0288,0.3031,0.2808,1.0000
spect_000037.spc,7.354,13.484,34.624,0.9855,0.2838,0.2766,0.9999
spect_000038.spc,7.431,13.593,31.236,1.0006,0.2874,0.2458,0.9999
spect_000039.spc,7.387,12.791,29.064,1.0001,0.2687,0.2270,0.9998
spect_000040.spc,7.168,12.016,28.250,0.9719,0.2509,0.2211,0.9998
spect_000041.spc,7.172,11.311,26.253,0.9779,0.2343,0.2037,1.0000
spect_000042.spc,7.087,10.697,25.717,0.9685,0.2197,0.1997,0.9999
spect_000043.spc,6.976,10.355,23.550,0.9563,0.2127,0.1808,0.9999
spect_000044.spc,6.885,10.337,20.144,0.9471,0.2139,0.1505,0.9999
spect_000045.spc,6.612,9.541,20.411,0.9098,0.1956,0.1545,0.9998
spect_000046.spc,6.616,8.988,18.025,0.9155,0.1828,0.1335,0.9998
spect_000047.spc,6.556,8.530,16.519,0.9103,0.1724,0.1205,0.9996
spect_000048.spc,6.303,8.379,15.094,0.8756,0.1704,0.1086,0.9998
spect_000049.spc,6.262,7.923,13.211,0.8736,0.1601,0.0922,0.9999
spect_000050.spc,5.889,7.008,13.288,0.8223,0.1393,0.0948,0.9997
spect_000051.spc,5.968,7.056,11.579,0.8359,0.1407,0.0792,0.9999
spect_000052.spc,5.742,6.672,10.586,0.8054,0.1327,0.0713,0.9999
spect_000053.spc,5.612,5.912,10.848,0.7890,0.1145,0.0747,0.9998
spect_000054.spc,5.453,6.085,8.756,0.7675,0.1204,0.0562,0.9999
spect_000055.spc,5.294,5.183,9.413,0.7469,0.0987,0.0634,0.9999
spect_000056.spc,5.218,5.124,8.220,0.7375,0.0980,0.0530,0.9998
spect_000057.spc,5.047,4.876,7.533,0.7141,0.0930,0.0476,0.9999
spect_000058.spc,4.977,4.272,7.858,0.7059,0.0783,0.0512,0.9998
spect_000059.spc,4.740,4.335,6.753,0.6720,0.0814,0.0420,0.9999
spect_000060.spc,4.469,4.135,7.426,0.6321,0.0776,0.0491,0.9997
spect_000061.spc,4.446,3.798,7.692,0.6299,0.0693,0.0519,0.9995
spect_000062.spc,4.249,3.392,8.153,0.6020,0.0600,0.0570,0.9998
spect_000063.spc,4.221,3.439,7.735,0.5981,0.0615,0.0533,0.9999
spect_000064.spc,3.895,3.128,9.101,0.5496,0.0549,0.0669,0.9997
spect_000065.spc,3.846,3.038,9.123,0.5427,0.0529,0.0673,0.9998
spect_000066.spc,3.718,3.314,9.167,0.5228,0.0603,0.0679,0.9998
spect_000067.spc,3.511,2.944,10.993,0.4916,0.0515,0.0853,0.9996
spect_000068.spc,3.309,2.927,11.619,0.4611,0.0518,0.0916,0.9996
spect_000069.spc,3.266,2.507,13.254,0.4544,0.0410,0.1068,0.9998
spect_000070.spc,3.113,2.581,14.107,0.4307,0.0433,0.1149,0.9998
spect_000071.spc,3.048,2.948,13.936,0.4197,0.0527,0.1132,0.9989
spect_000072.spc,2.833,2.800,16.486,0.3856,0.0491,0.1370,0.9996
spect_000073.spc,2.722,2.907,17.356,0.3677,0.0520,0.1451,0.9997
spect_000074.spc,2.458,2.866,19.338,0.3265,0.0515,0.1638,0.9998
spect_000075.spc,2.560,3.376,19.245,0.3397,0.0636,0.1622,0.9997
spect_000076.spc,2.474,3.141,21.694,0.3249,0.0573,0.1847,0.9999
spect_000077.spc,2.279,3.382,23.457,0.2932,0.0635,0.2010,0.9998
spect_000078.spc,2.162,3.714,24.870,0.2728,0.0717,0.2138,0.9997
spect_000079.spc,2.192,3.709,26.720,0.2750,0.0707,0.2304,0.9999
spect_000080.spc,1.976,4.053,28.423,0.2396,0.0796,0.2461,0.9999
spect_000081.spc,2.161,4.124,29.617,0.2651,0.0800,0.2562,0.9994
spect_000082.spc,2.009,4.192,32.005,0.2396,0.0815,0.2781,0.9998
spect_000083.spc,1.924,4.506,34.150,0.2231,0.0889,0.2974,0.9999
spect_000084.spc,1.890,4.671,36.333,0.2147,0.0923,0.3170,0.9999
spect_000085.spc,1.774,5.204,37.932,0.1935,0.1054,0.3313,0.9999
spect_000086.spc,1.715,5.231,40.935,0.1811,0.1052,0.3585,0.9998
spect_000087.spc,1.773,6.032,40.545,0.1869,0.1248,0.3541,0.9999
spect_000088.spc,1.679,6.333,43.560,0.1682,0.1315,0.3813,0.9998
spect_000089.spc,1.662,6.709,45.080,0.1622,0.1403,0.3947,0.9999
spect_000090.spc,1.597,6.993,47.830,0.1481,0.1466,0.4194,0.9999
spect_000091.spc,1.732,7.230,48.707,0.1659,0.1515,0.4267,1.0000
spect_000092.spc,1.713,7.713,51.053,0.1583,0.1626,0.4475,0.9999
spect_000093.spc,1.734,8.264,52.590,0.1572,0.1755,0.4607,0.9996
spect_000094.spc,1.858,8.892,52.715,0.1728,0.1903,0.4609,0.9997
spect_000095.spc,1.743,9.254,54.877,0.1517,0.1990,0.4804,0.9999
spect_000096.spc,1.826,9.457,56.931,0.1606,0.2028,0.4985,0.9999
spect_000097.spc,1.978,10.036,57.997,0.1793,0.2159,0.5071,0.9999
spect_000098.spc,1.991,9.975,59.702,0.1793,0.2137,0.5225,0.9999
spect_000099.spc,1.915,10.918,61.681,0.1619,0.2366,0.5397,1.0000
spect_000100.spc,2.065,11.094,62.510,0.1824,0.2399,0.5465,0.9999
spect_000101.spc,1.931,11.807,63.563,0.1583,0.2577,0.5558,0.9998
spect_000102.spc,2.172,11.885,65.931,0.1906,0.2576,0.5763,0.9998
spect_000103.spc,2.268,12.588,65.844,0.2020,0.2745,0.5746,0.9999
spect_000104.spc,2.445,13.113,66.436,0.2252,0.2863,0.5789,1.0000
spect_000105.spc,2.405,15.023,63.929,0.2147,0.3345,0.5548,0.9999
spect_000106.spc,2.507,14.373,67.198,0.2282,0.3168,0.5844,0.9999
spect_000107.spc,2.678,15.445,66.676,0.2498,0.3426,0.5783,0.9999
spect_000108.spc,2.729,15.930,66.622,0.2553,0.3543,0.5772,0.9999
spect_000109.spc,2.973,15.901,68.633,0.2889,0.3517,0.5945,0.9999
spect_000110.spc,2.979,16.976,67.775,0.2865,0.3784,0.5858,0.9999
spect_000111.spc,3.100,17.484,67.807,0.3021,0.3904,0.5853,1.0000
spect_000112.spc,3.199,18.761,66.784,0.3128,0.4218,0.5747,0.9999
spect_000113.spc,3.384,18.468,67.580,0.3403,0.4133,0.5815,0.9999
spect_000114.spc,3.557,19.422,65.992,0.3637,0.4366,0.5658,1.0000
spect_000115.spc,3.598,20.230,64.982,0.3678,0.4567,0.5559,1.0000
spect_000116.spc,3.729,20.411,65.179,0.3860,0.4605,0.5571,1.0000
spect_000117.spc,4.016,21.604,62.572,0.4266,0.4895,0.5316,0.9999
spect_000118.spc,4.091,20.762,65.245,0.4379,0.4674,0.5562,0.9999
spect_000119.spc,4.324,21.651,63.953,0.4701,0.4886,0.5430,1.0000
spect_000120.spc,4.454,22.293,62.722,0.4882,0.5043,0.5310,0.9999
spect_000121.spc,4.710,22.920,60.021,0.5266,0.5195,0.5053,0.9999
spect_000122.spc,4.646,23.447,59.326,0.5159,0.5331,0.4988,0.9999
spect_000123.spc,4.884,24.042,58.484,0.5494,0.5469,0.4899,0.9998
spect_000124.spc,4.867,24.797,56.637,0.5462,0.5663,0.4727,1.0000
spect_000125.spc,5.118,25.237,54.565,0.5839,0.5767,0.4528,0.9998
spect_000126.spc,5.384,25.762,53.264,0.6225,0.5889,0.4398,0.9999
spect_000127.spc,5.396,26.532,50.424,0.6245,0.6089,0.4135,0.9999
spect_000128.spc,5.694,26.864,49.928,0.6678,0.6158,0.4078,1.0000
spect_000129.spc,5.657,27.101,48.702,0.6628,0.6223,0.3967,0.9999
spect_000130.spc,6.001,27.453,47.018,0.7141,0.6299,0.3801,0.9999
spect_000131.spc,5.970,27.758,45.531,0.7101,0.6382,0.3666,0.9999
spect_000132.spc,6.176,28.314,43.340,0.7408,0.6517,0.3457,1.0000
spect_000133.spc,6.363,28.250,42.784,0.7693,0.6494,0.3402,1.0000
spect_000134.spc,6.505,28.679,40.301,0.7915,0.6603,0.3170,1.0000
spect_000135.spc,6.523,29.406,38.181,0.7938,0.6789,0.2972,0.9999
spect_000136.spc,6.605,29.797,37.162,0.8054,0.6885,0.2874,1.0000
spect_000137.spc,6.671,30.241,34.924,0.8162,0.7000,0.2667,1.0000
spect_000138.spc,6.891,30.803,32.166,0.8497,0.7138,0.2406,0.9999
spect_000139.spc,6.972,30.650,31.374,0.8632,0.7100,0.2334,0.9999
spect_000140.spc,7.153,30.225,31.323,0.8916,0.6986,0.2327,0.9999
spect_000141.spc,7.152,31.196,27.976,0.8916,0.7238,0.2017,1.0000
spect_000142.spc,7.227,31.496,26.419,0.9033,0.7314,0.1872,1.0000
spect_000143.spc,7.318,31.026,25.887,0.9193,0.7196,0.1826,0.9999
spect_000144.spc,7.362,31.413,24.753,0.9256,0.7294,0.1719,0.9999
spect_000145.spc,7.408,31.414,22.828,0.9347,0.7299,0.1544,0.9999
spect_000146.spc,7.551,32.142,19.454,0.9570,0.7484,0.1229,0.9999
spect_000147.spc,7.629,31.700,21.100,0.9682,0.7365,0.1379,0.9999
spect_000148.spc,7.675,32.875,17.307,0.9748,0.7667,0.1025,0.9999
spect_000149.spc,7.852,32.048,17.222,1.0044,0.7455,0.1019,0.9999
spect_000150.spc,7.828,32.155,16.205,1.0017,0.7486,0.0928,1.0000
spect_000151.spc,7.622,33.017,14.532,0.9698,0.7715,0.0776,1.0000
spect_000152.spc,7.989,32.218,13.935,1.0279,0.7502,0.0718,1.0000
spect_000153.spc,7.888,31.797,14.735,1.0137,0.7401,0.0797,1.0000
spect_000154.spc,7.824,32.027,14.260,1.0039,0.7462,0.0754,0.9999
spect_000155.spc,7.775,32.694,13.115,0.9954,0.7633,0.0646,0.9999
spect_000156.spc,8.102,31.829,12.270,1.0482,0.7408,0.0568,1.0000
spect_000157.spc,7.786,32.237,11.537,1.0009,0.7526,0.0508,1.0000
spect_000158.spc,7.829,32.349,11.118,1.0072,0.7553,0.0468,1.0000
spect_000159.spc,7.960,32.180,11.307,1.0269,0.7505,0.0482,0.9999
spect_000160.spc,7.884,31.761,11.801,1.0169,0.7403,0.0533,0.9999
spect_000161.spc,7.885,31.778,10.703,1.0183,0.7411,0.0434,1.0000
spect_000162.spc,7.804,31.558,11.246,1.0067,0.7359,0.0487,0.9999
spect_000163.spc,7.737,31.282,12.473,0.9964,0.7290,0.0602,0.9999
spect_000164.spc,7.554,31.222,13.367,0.9686,0.7280,0.0689,1.0000
spect_000165.spc,7.676,30.892,13.190,0.9881,0.7194,0.0672,0.9996
spect_000166.spc,7.533,31.081,13.256,0.9663,0.7247,0.0681,0.9999
spect_000167.spc,7.341,30.203,15.126,0.9393,0.7033,0.0863,1.0000
spect_000168.spc,7.367,30.033,16.024,0.9426,0.6986,0.0945,1.0000
spect_000169.spc,7.439,29.463,16.982,0.9544,0.6839,0.1034,0.9999
spect_000170.spc,7.071,30.110,17.017,0.8975,0.7016,0.1043,0.9999
spect_000171.spc,7.208,28.983,18.720,0.9202,0.6725,0.1202,1.0000
spect_000172.spc,7.203,28.682,19.449,0.9198,0.6648,0.1270,1.0000
spect_000173.spc,6.955,28.306,22.676,0.8808,0.6555,0.1572,0.9998
spect_000174.spc,6.850,28.093,22.677,0.8663,0.6508,0.1577,1.0000
spect_000175.spc,6.834,27.874,23.331,0.8641,0.6452,0.1639,0.9999
spect_000176.spc,6.706,27.311,24.786,0.8457,0.6314,0.1779,0.9999
spect_000177.spc,6.511,27.200,26.634,0.8151,0.6289,0.1952,0.9999
spect_000178.spc,6.271,26.709,29.663,0.7781,0.6168,0.2237,0.9999
spect_000179.spc,6.083,25.702,32.158,0.7515,0.5920,0.2476,0.9999
spect_000180.spc,6.096,25.457,32.255,0.7542,0.5859,0.2487,0.9999
spect_000181.spc,5.943,25.519,33.191,0.7304,0.5878,0.2575,1.0000
spect_000182.spc,5.886,24.903,34.477,0.7230,0.5724,0.2698,0.9999
spect_000183.spc,5.730,24.700,36.486,0.6983,0.5673,0.2886,0.9999
spect_000184.spc,5.392,24.139,38.559,0.6482,0.5544,0.3088,0.9998
spect_000185.spc,5.355,23.709,39.593,0.6433,0.5436,0.3186,1.0000
spect_000186.spc,5.160,23.151,42.860,0.6129,0.5295,0.3492,0.9999
spect_000187.spc,5.106,22.044,43.700,0.6084,0.5022,0.3579,1.0000
spect_000188.spc,4.949,21.938,45.420,0.5836,0.4997,0.3739,1.0000
spect_000189.spc,4.889,21.327,47.272,0.5751,0.4842,0.3914,1.0000
spect_000190.spc,4.513,21.191,48.155,0.5191,0.4824,0.4006,0.9999
spect_000191.spc,4.398,19.740,51.663,0.5039,0.4458,0.4338,0.9999
spect_000192.spc,4.305,19.265,53.923,0.4892,0.4337,0.4549,0.9999
spect_000193.spc,4.173,19.586,52.854,0.4699,0.4427,0.4454,0.9999
spect_000194.spc,4.137,18.432,54.808,0.4669,0.4137,0.4641,0.9999
spect_000195.spc,3.968,17.621,57.744,0.4417,0.3934,0.4918,1.0000
spect_000196.spc,3.741,17.668,58.131,0.4076,0.3955,0.4960,0.9998
spect_000197.spc,3.671,17.169,59.485,0.3977,0.3830,0.5088,0.9999
spect_000198.spc,3.422,16.395,60.795,0.3626,0.3646,0.5221,1.0000
spect_000199.spc,3.320,15.813,63.055,0.3472,0.3499,0.5433,1.0000
spect_000200.spc,3.172,15.182,62.739,0.3283,0.3352,0.5415,0.9999
spect_000201.spc,3.013,14.719,63.915,0.3054,0.3241,0.5530,0.9999
spect_000202.spc,2.969,14.559,62.935,0.3007,0.3208,0.5444,0.9999
spect_000203.spc,2.883,13.389,65.724,0.2894,0.2913,0.5709,1.0000
spect_000204.spc,2.713,13.572,64.482,0.2652,0.2971,0.5600,0.9999
spect_000205.spc,2.512,13.187,64.754,0.2369,0.2885,0.5635,0.9999
spect_000206.spc,2.384,12.591,66.358,0.2184,0.2738,0.5788,0.9999
spect_000207.spc,2.484,11.329,66.523,0.2382,0.2421,0.5811,1.0000
spect_000208.spc,2.362,10.862,67.513,0.2209,0.2308,0.5908,0.9998
spect_000209.spc,2.276,10.514,66.751,0.2106,0.2230,0.5846,1.0000
spect_000210.spc,2.031,10.424,66.305,0.1753,0.2221,0.5814,0.9999
spect_000211.spc,2.037,9.445,67.250,0.1791,0.1976,0.5907,0.9999
spect_000212.spc,1.995,8.861,66.763,0.1759,0.1836,0.5870,0.9998
spect_000213.spc,1.982,9.041,64.202,0.1764,0.1890,0.5638,1.0000
spect_000214.spc,1.961,8.690,63.677,0.1754,0.1807,0.5595,0.9999
spect_000215.spc,1.799,8.311,64.059,0.1526,0.1720,0.5638,0.9999
spect_000216.spc,1.742,7.860,62.853,0.1475,0.1616,0.5535,0.9999
spect_000217.spc,1.790,7.395,61.851,0.1576,0.1503,0.5447,0.9999
spect_000218.spc,1.924,6.518,61.867,0.1810,0.1280,0.5452,1.0000
spect_000219.spc,1.722,5.999,61.728,0.1536,0.1163,0.5451,0.9999
spect_000220.spc,1.772,5.673,59.512,0.1650,0.1088,0.5252,0.9999
spect_000221.spc,1.621,5.739,58.251,0.1441,0.1116,0.5143,0.9999
spect_000222.spc,1.686,5.099,57.519,0.1571,0.0958,0.5081,0.9999
spect_000223.spc,1.753,5.269,54.408,0.1701,0.1009,0.4797,0.9998
spect_000224.spc,1.760,5.133,52.579,0.1739,0.0982,0.4633,1.0000
spect_000225.spc,1.788,4.413,52.784,0.1807,0.0802,0.4657,0.9999
spect_000226.spc,1.758,4.631,50.628,0.1780,0.0866,0.4462,0.9999
spect_000227.spc,1.772,4.400,48.569,0.1836,0.0816,0.4278,0.9998
spect_000228.spc,1.877,3.925,46.878,0.2031,0.0700,0.4127,0.9999
spect_000229.spc,1.865,3.867,45.666,0.2029,0.0691,0.4019,0.9998
